title,media,date,datetime,desc,link,img,Category
Virgin Galactic gets buy rating at Jefferies. Where it could be ...,CNBC,3 days ago,2021-09-01 16:00:57.768684,"Jefferies initiated coverage of the space travel stock with a buy rating on Tuesday, sending shares nearly 9% higher in the day's trading.",https://www.cnbc.com/2021/09/01/virgin-galactic-gets-buy-rating-at-jefferies-where-it-could-be-headed.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Boeing Joins the Space Race, Invests $100M in Richard ...",Yahoo Finance,3 days ago,2021-09-01 16:00:57.769674,"Others include Firefly Aerospace, Rocket Lab and Elon Musk's Space Exploration Technologies Corp. Virgin Orbit says it has $4 billion in opportunities in the ...",https://finance.yahoo.com/news/boeing-joins-space-race-invests-143455564.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The billionaire space race: one step for technology; a giant ...,Palatinate,3 days ago,2021-09-01 16:00:57.769674,"Yet, ahead of Bezos' suborbital flight, a petition to 'not allow Bezos to return to Earth' gained nearly 200,000 signatures, highlighting the public backlash to ...",https://www.palatinate.org.uk/the-billionaire-space-race-one-step-for-technology-a-giant-leap-for-air-pollution/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
How the BSA and NASA launched the Space Exploration ...,Bryan on Scouting,3 days ago,2021-09-01 16:00:57.769674,"The Space Exploration merit badge debuted during the height of the space race. ... With commercial space travel, return visits to the moon and manned trips ...",https://blog.scoutingmagazine.org/2021/09/01/merit-badge-history-in-1965-nasa-astronauts-helped-launch-space-exploration-into-orbit/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space Tourism Is Here: Booking a Trip to the Final Frontier,Travel + Leisure,3 days ago,2021-09-01 16:00:57.769674,"The next era of space exploration and innovation is here — and we're all invited. A billionaire space race is underway as Blue Origin, Virgin Galactic, ...",https://www.travelandleisure.com/trip-ideas/space-astronomy/space-tourism-is-here,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Inspiration4 astronauts to conduct health research on private ...,Space.com,3 days ago,2021-09-01 16:00:57.777719,It will be the first all-civilian space mission to orbit our planet. ... the mission will also serve to investigate the effects of spaceflight on human ...,https://www.space.com/inspiration4-spacex-mission-research-human-health-mission,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Planetes Issued a Dire Warning About Real-Life Space Travel,CBR,1 week ago,2021-08-28 16:00:57.777719,"Planetes Issued a Dire Warning About Real-Life Space Travel. Makoto Yukimura's manga series Planetes warns us that going into outer space is a messy adventure, ...",https://www.cbr.com/planetes-manga-space-travel-real-life-warning/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Space Travel Is Taking Off, But Companies Also Want To Sell ...",,1 week ago,2021-08-28 16:00:58.436041,"Space travel is getting easier and cheaper and now companies and NASA are trying to establish a market for things from outer space. AUDIE CORNISH, HOST: The ...",https://www.npr.org/2021/08/27/1031809366/space-travel-is-taking-off-but-companies-also-want-to-sell-things-from-outer-spa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
SpaceX Is Launching Supplies To Study The Health Effects Of ...,Forbes,1 week ago,2021-08-28 16:00:58.436041,"This made spaceflight incredibly cost-prohibitive, as every flight would require the use (and eventual disposal) of a rocket worth millions of dollars. However, ...",https://www.forbes.com/sites/saibala/2021/08/26/spacex-is-launching-supplies-to-study-the-health-effects-of-space/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Down 50% Since Branson's Space Flight, Is Virgin Galactic ...",,1 week ago,2021-08-28 16:00:58.436041,"[5/12/2021] Virgin Galactic Stock Worth The Risk? Virgin Galactic (NYSE:SPCE), an aerospace company focused on suborbital spaceflight for private individuals ...",https://www.nasdaq.com/articles/down-50-since-bransons-space-flight-is-virgin-galactic-stock-a-buy-2021-08-26,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Collins Aerospace developing Earth-like atmosphere for ...,Corridor Business Journal,1 week ago,2021-08-28 16:00:58.436041,It also includes an active thermal control system to maintain optimal temperatures in space. “A new era of commercial spaceflight is creating the need for Earth ...,https://corridorbusiness.com/collins-aerospace-developing-earth-like-atmosphere-for-space-travel/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Rutgers professors speak on recent space launches ...,The Daily Targum,1 week ago,2021-08-28 16:00:58.452041,"Humans being able to travel safely through space is one of the main risks of the commercialization of space exploration, though this trend has also led to ...",https://dailytargum.com/article/2021/08/rutgers-professors-speak-on-recent-space-launches-commercialization-of-space,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
WVU Today | A deep subject: WVU engineers tackle ...,WVU Today,2 weeks ago,2021-08-21 16:00:58.453039,"WVU's Piyush Mehta has recently been awarded a $750,000 grant to create an artificial intelligence-based algorithm for use in NASA deep space missions.",https://wvutoday.wvu.edu/stories/2021/08/23/a-deep-subject-wvu-engineers-tackle-limitations-of-data-transfer-during-space-exploration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"UCF Experimental Space Dirt Used by NASA, Private ...",UCF,2 weeks ago,2021-08-21 16:00:58.456060,"... Space Dirt Used by NASA, Private Companies to Advance Space Exploration ... to test equipment being developed for Moon, Mars, and asteroid missions.",https://www.ucf.edu/news/ucf-experimental-space-dirt-used-by-nasa-private-companies-to-advance-space-exploration/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Watch Netflix's 1st trailer for the Inspiration4 documentary on ...,Space.com,2 weeks ago,2021-08-21 16:00:58.456060,"It will discuss matters such as how rockets work, how astronauts sleep and eat in space and other mission basics, according to The Verge. Inspiration4 crew ...",https://www.space.com/netflix-spacex-inspiration4-private-spaceflight-documentary-trailer,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos' Blue Origin targeting Aug. 26 for next spaceflight,Space.com,2 weeks ago,2021-08-21 16:00:58.456060,"25 for the next flight of its New Shepard suborbital vehicle, company representatives announced today (Aug. 18). The uncrewed mission is scheduled to lift off ...",https://www.space.com/blue-origin-new-shepard-ns-17-launch-date-august-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Elon Musk Teams Up With Netflix to Stream SpaceX Space ...,Entrepreneur,2 weeks ago,2021-08-21 16:00:58.456060,"The space travel aboard a rocket from SpaceX, Elon Musk's aerospace company, ... of the documentary series Countdown: The Inspiration4 Mission to Space.",https://www.entrepreneur.com/article/380865,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
This company wants to make space travel 'affordable',Times of India,2 weeks ago,2021-08-21 16:00:59.185554,Jeff Bezos' Blue Origin and Richard Branson's Virgin Atlantic have already announced their plans for space tourism. But space travel is really expensive and ...,https://timesofindia.indiatimes.com/gadgets-news/how-this-company-wants-to-make-space-travel-affordable/articleshow/85490257.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
'Star Trek' was a beacon for space travel - and for diversity,Houston Chronicle,2 weeks ago,2021-08-21 16:00:59.185554,"Andrea writes about NASA and the commercial space sector, where her coverage spans human spaceflight, robotic exploration and operations in low-Earth orbit. For ...",https://www.houstonchronicle.com/news/houston-texas/space/article/star-trek-beacon-for-diversity-16399340.php,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Netflix Announces Documentary Series on Inspiration 4 Space ...,Florida News Times,2 weeks ago,2021-08-21 16:00:59.185554,"space Mounted on the SpaceX Falcon 9 rocket in near real time. Scheduled for September 15, the mission is funded and operated by Jared Isaacman, the 38-year-old ...",https://floridanewstimes.com/netflix-announces-documentary-series-on-inspiration-4-space-mission/327109/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Billionaires In Space: Privilege Or Progress?,Forbes,2 weeks ago,2021-08-21 16:00:59.185554,"The debate over space exploration is nothing new. During the original space race between the United States and Russia in the 1960s, Americans had very mixed ...",https://www.forbes.com/sites/rcarson/2021/08/17/billionaires-in-space-privilege-or-progress/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space Travel To Save The Human Species Could Destroy ...,Intelligent Living,2 weeks ago,2021-08-21 16:00:59.185554,"Ever since I was five years old, I've dreamed of traveling to space. Meanwhile, Musk's ambitions for space travel revolve around making humans an interplanetary ...",https://www.intelligentliving.co/space-travel-could-destroy-the-planet/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The perils of a trip to Mars: Low gravitation and high radiation,Astronomy Magazine,3 weeks ago,2021-08-14 16:00:59.185554,"“There are plenty of risks associated with space flight. I don't think these are deal breakers for missions to Mars,” said Lee. “[NASA has] had several crew ...",https://astronomy.com/news/2021/08/the-perils-of-a-trip-to-mars-high-radiation-and-low-gravitation,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
NASA Is Recruiting People For A Mars-Simulation To ...,Forbes,3 weeks ago,2021-08-14 16:00:59.201223,Research in space exploration continues to grow at an exponential rate. ... and foundation for space exploration and travel over the last 60+ years.,https://www.forbes.com/sites/saibala/2021/08/15/nasa-is-recruiting-people-for-a-mars-simulation-to-understand-the-physical-mental--operational-challenges-of-long-duration-space-missions/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"SpaceX's 1st private astronaut mission, Inspiration4, is just ...",Space.com,3 weeks ago,2021-08-14 16:00:59.201501,"In just one month, SpaceX will make history with Inspiration4 — the world's first all-civilian spaceflight — the mission's crew couldn't be more excited.",https://www.space.com/spacex-inspiration4-private-astronaut-launch-one-month-away,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"No Pressure Suits? Bezos, Branson Spark Alarm Over Safety ...",Bloomberg.com,3 weeks ago,2021-08-14 16:00:59.205081,"No Pressure Suits? Bezos, Branson Spark Alarm Over Safety in Space · Calls for regulating commercial space travel are growing · Industry says it's in 'learning ...",https://www.bloomberg.com/news/articles/2021-08-13/space-billionaires-stir-alarm-with-absence-of-safety-oversight,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Amazon Customers Cancelling Prime Membership After ...,Gadgets 360,3 weeks ago,2021-08-14 16:00:59.206120,"Bezos' July 20 trip to space was a test launch before his company Blue ... You — yes, you, the one reading this — paid for Jeff Bezos' vanity space travel.",https://gadgets.ndtv.com/science/news/amazon-customer-cancel-prime-subscription-membership-jeff-bezos-space-trip-flight-blue-origin-fund-2509588,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Inspiration4 and the Long History of Civilian Space Flight,Time Magazine,4 weeks ago,2021-08-07 16:00:59.935829,"How the Inspiration4 Mission Fits Into the Long History of Civilian Space Travel. By Olivia B. Waxman. August 9, 2021 7:00 AM EDT.",https://time.com/6083973/history-civilian-space-flight/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Branson's Virgin Galactic to sell space flight tickets starting at ...,Reuters,4 weeks ago,2021-08-07 16:00:59.935829,"N) said it will open ticket sales on Thursday for space flights starting at $450,000 a seat, weeks after billionaire founder Richard Branson's high-profile ...",https://www.reuters.com/lifestyle/science/bransons-virgin-galactic-sell-space-flight-tickets-starting-450000-2021-08-05/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Virgin Galactic to sell space flight tickets starting at $450000 a ...,The Guardian,1 month ago,2021-08-04 16:00:59.935829,"Virgin Galactic to sell space flight tickets starting at $450,000 a seat. The company said it will have three consumer offerings: a single seat, a multi-seat ...",https://www.theguardian.com/science/2021/aug/05/virgin-galactic-ticket-sales-space,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Lauren Sanchez Plans Party Celebrating Billionaire Boyfriend ...,People.com,1 month ago,2021-08-04 16:00:59.935829,"Bezos' milestone marked the first space flight with humans on board for Blue Origin, the aerospace manufacturing and spaceflight company the billionaire founded ...",https://people.com/human-interest/lauren-sanchez-throwing-jeff-bezos-party-to-celebrate-space-flight/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Virgin Galactic space flight tickets to start at $450000,BBC,1 month ago,2021-08-04 16:00:59.935829,"Virgin Galactic has reopened ticket sales for its space flights at a starting price of $450,000 a seat. It comes after the company, led by billionaire ...",https://www.bbc.com/news/business-58120009,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Virgin Galactic Space Flight Tickets to Start at $450000 a Seat,Wall Street Journal,1 month ago,2021-08-04 16:00:59.951507,"SPCE -2.84% said it plans to charge consumers at least $450,000 for a seat on its space flights, setting a new price marker in the nascent space-tourism ...",https://www.wsj.com/articles/virgin-galactic-space-flight-tickets-to-start-at-450-000-a-seat-11628262330,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space travel for billionaires is the surprise topic with bipartisan ...,The Conversation,1 month ago,2021-08-04 16:00:59.951507,"Space travel for billionaires is the surprise topic with bipartisan American support – but not from Gen Z. August 6, 2021 8.40am EDT. Joseph Cabosky, University ...",https://theconversation.com/space-travel-for-billionaires-is-the-surprise-topic-with-bipartisan-american-support-but-not-from-gen-z-165309,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space Colonization - Top 3 Pros and Cons,ProCon.org,1 month ago,2021-08-04 16:00:59.951507,"In popular culture, space travel dates back to at least the mid-1600s when Cyrano de Bergerac first wrote of traveling to space in a rocket.",https://www.procon.org/headlines/space-colonization-top-3-pros-and-cons/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"A Ride to Space on Virgin Galactic? That'll Be $450000, Please.",The New York Times,1 month ago,2021-08-04 16:00:59.951507,"Branson founded Virgin Galactic in 2004, and he originally expected commercial flights to begin by 2008. But development of the rocket plane proved much more ...",https://www.nytimes.com/2021/08/05/science/virgin-galactic-ticket-price.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space honey: This Utah metal is a key ingredient to space ...,ABC4 Utah,1 month ago,2021-08-04 16:00:59.951507,"Space honey: This Utah metal is a key ingredient to space exploration ... JUAB COUNTY, Utah (ABC4) – When the James Webb Space Telescope departs Earth and ...",https://www.abc4.com/news/local-news/space-honey-this-utah-metal-is-a-key-ingredient-to-space-exploration/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space travel for billionaires is the surprise topic with bipartisan ...,The Conversation,1 month ago,2021-08-04 16:01:00.571066,"Space travel for billionaires is the surprise topic with bipartisan American support – but not from Gen Z. August 6, 2021 8.40am EDT. Joseph Cabosky, University ...",https://theconversation.com/space-travel-for-billionaires-is-the-surprise-topic-with-bipartisan-american-support-but-not-from-gen-z-165309,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"A Ride to Space on Virgin Galactic? That'll Be $450000, Please.",The New York Times,1 month ago,2021-08-04 16:01:00.573654,"Branson founded Virgin Galactic in 2004, and he originally expected commercial flights to begin by 2008. But development of the rocket plane proved much more ...",https://www.nytimes.com/2021/08/05/science/virgin-galactic-ticket-price.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Virgin Galactic is selling tickets to space again, now for ...",Space.com,1 month ago,2021-08-04 16:01:00.573654,"That test mission was Unity's first fully crewed trip to the final frontier; the space plane carried Branson and three other people in its cabin, as well as two ...",https://www.space.com/virgin-galactic-raises-space-ticket-price,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space honey: This Utah metal is a key ingredient to space ...,ABC4 Utah,1 month ago,2021-08-04 16:01:00.573654,"Space honey: This Utah metal is a key ingredient to space exploration ... JUAB COUNTY, Utah (ABC4) – When the James Webb Space Telescope departs Earth and ...",https://www.abc4.com/news/local-news/space-honey-this-utah-metal-is-a-key-ingredient-to-space-exploration/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Future Space Travel Might Require Mushrooms,Scientific American,1 month ago,2021-08-04 16:01:00.573654,But now he is looking beyond Earth to discover new ways that mushrooms can help with the exploration of space. In a new “astromycological” venture launched ...,https://www.scientificamerican.com/article/space-travels-most-surprising-future-ingredient-mushrooms/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Who Is an Astronaut in the Age of Private Space Flights? | TIME,Time Magazine,1 month ago,2021-08-04 16:01:00.573654,"With Private Space Flight On the Rise, Who Gets to Be Called 'Astronaut?'",https://time.com/6083954/who-is-an-astronaut-private-space-flight/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Innovations in Space: Nuclear and fusion power for deep ...,,1 month ago,2021-08-04 16:01:00.589326,"Innovations in Space: Nuclear and fusion power for deep space exploration ... Innovative technologies are reshaping every industry, presenting new business cases ...",https://www.jdsupra.com/legalnews/innovations-in-space-nuclear-and-fusion-5233111/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Boeing delays rerun of Starliner space capsule test,BBC,1 month ago,2021-08-04 16:01:00.590722,"But while SpaceX is now two crewed operational flights into this privatised era, Boeing has yet to run a single crewed mission in a Starliner.",https://www.bbc.com/news/science-environment-58013284,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Astronaut and Author Ron Garan Explains How Space Travel ...,Via Satellite,1 month ago,2021-08-04 16:01:00.590722,"He was one of the last astronauts to travel to the International Space Station (ISS) on the Space Shuttle, and one of even fewer to ride on both the Shuttle ...",https://www.satellitetoday.com/podcast/2021/08/02/astronaut-and-author-ron-garan-explains-how-space-travel-changes-perspective/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
It Was His Day Off. Then the Space Station Went for a Spin.,The New York Times,1 month ago,2021-08-04 16:01:00.590722,"“That's been a little incorrectly reported,” said Zebulon Scoville, the flight director who was in charge at NASA's mission control center in Houston during ...",https://www.nytimes.com/2021/08/02/science/nasa-space-station-zebulon-scoville.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
China embarks on a decade of human space exploration ...,Physics World,1 month ago,2021-08-04 16:01:01.422689,"Next year will be even busier, with the launch of two experimental modules, two cargo missions, and two further crewed missions before the space station is ...",https://physicsworld.com/a/china-embarks-on-a-decade-of-human-space-exploration/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space Travel: Business Leaders Risk Making Unethical ...,Business - Insider,1 month ago,2021-08-04 16:01:01.425073,Many business leaders are showing a keen interest in space travel. Experts have questioned how leaders' decisions about the future of space will affect ordinary ...,https://www.businessinsider.com/business-leaders-space-travel-ethical-decisions-experts-2021-7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The International Space Station Had a Rough Day,The Atlantic,1 month ago,2021-08-04 16:01:01.425073,"The station is always moving, of course, in a looping trajectory around Earth. But this, what mission control was seeing in the latest data, was unexpected, and ...",https://www.theatlantic.com/science/archive/2021/08/international-space-station-unexpected-shift/619631/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Iowa City's '47 Rockets' art gallery pays homage to space travel,Iowa City Press-Citizen,1 month ago,2021-08-04 16:01:01.435291,“47 Rockets” is the creation of the art duo Raina Belleau and Caleb Churchill. It doesn't begin in space. It begins with a man who first dreamt of space travel.,https://www.press-citizen.com/story/life/2021/07/31/iowa-city-public-space-one-47-rockets-gallery-travel-moon-nasa-ming-dynasty-covid-pandemic/5401878001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Boeing's Starliner OFT-2 mission to the International Space ...,Space.com,1 month ago,2021-08-04 16:01:01.435291,The spacecraft was scheduled to launch on an uncrewed mission and attempt to reach the International Space Station on July 30 using a United Launch Alliance ...,https://www.space.com/boeing-starliner-oft-2-space-station-mission-explained,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Lift off for UK spaceflight as regulations passed,GOV.UK,1 month ago,2021-08-04 16:01:01.443358,new regulations pave the way for spaceflight and satellite launches from UK soil; satellite launches could improve sat nav systems here on earth and allow ...,https://www.gov.uk/government/news/lift-off-for-uk-spaceflight-as-regulations-passed,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space Force sees 'advantages and opportunities' in nuclear ...,SpaceNews,1 month ago,2021-08-04 16:01:01.443358,NASA for decades has been interested in nuclear propulsion for space exploration. The Space Force currently does not send missions beyond Earth's orbit but ...,https://spacenews.com/space-force-sees-advantages-and-opportunities-in-nuclear-powered-space-missions/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"NASA, private space companies keep interest in space ...",Oshkosh Northwestern,1 month ago,2021-08-04 16:01:01.443358,"Davis never did get the chance to fly a shuttle mission herself, but that didn't dampen her passion for space exploration. The Opelika, Alabama, resident ...",https://www.thenorthwestern.com/story/news/local/oshkosh/airventure/2021/07/28/nasa-private-space-companies-keep-interest-space-exploration-high/8049133002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Is using nuclear materials for space travel dangerous, genius ...",Bulletin of the Atomic Scientists,1 month ago,2021-08-04 16:01:01.451352,"Nuclear propulsion systems for space exploration—should they materialize—are expected to offer significant advantages, including the possibility of sending ...",https://thebulletin.org/2021/07/is-using-nuclear-materials-for-space-travel-dangerous-genius-or-a-little-of-both/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Is Space Travel A Climate Answer Or Simply Making ...,Screen Rant,1 month ago,2021-08-04 16:01:01.455150,"Is Space Travel A Climate Answer Or Simply Making Everything Worse? Musk, Bezos, and Branson have faced criticism for spending billions on space exploration ...",https://screenrant.com/space-exploration-travel-climate-spending-musk-bezos-branson-debate/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Zero-gravity flight experience brings space travel to NYC,New York Post,1 month ago,2021-08-04 16:01:02.110358,"For $7,500 a person, the space entertainment and tourism company will take passengers on a 90-minute flight in a specially modified Boeing 727 aircraft, dubbed ...",https://nypost.com/2021/07/27/zero-gravity-flight-experience-brings-space-travel-to-nyc/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos offers Nasa $2bn in exchange for moon mission ...,The Guardian,1 month ago,2021-08-04 16:01:02.117821,"The space agency cited its own funding shortfalls, SpaceX's proven record of orbital missions and other factors in a contract decision that a senior Nasa ...",https://www.theguardian.com/science/2021/jul/26/jeff-bezos-nasa-blue-origin-space,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Opinion | Space Travel Isn't Only for Astronauts,The Wall Street Journal,1 month ago,2021-08-04 16:01:02.117821,Space Travel Isn't Only for Astronauts. There are always risks. But would America even exist if the ships crossing the Atlantic in the 17th century were limited ...,https://www.wsj.com/articles/space-travel-tourism-flight-risk-astronauts-11627334688,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Scientists worry about environmental effects of space tourism,Space.com,1 month ago,2021-08-04 16:01:02.117821,"According to Dallas Kasaboski, principal analyst at the space consultancy Northern Sky Research, a single Virgin Galactic suborbital space tourism flight, ...",https://www.space.com/environmental-impact-space-tourism-flights,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
'Never ordered anything from Amazon': Dutch teen on Jeff ...,The Indian Express,1 month ago,2021-08-04 16:01:02.117821,"'Never ordered anything from Amazon': Dutch teen on Jeff Bezos's space flight. For Daemen, the opportunity to join the flight came after another candidate, who ...",https://indianexpress.com/article/trending/trending-globally/never-ordered-anything-on-amazon-oliver-daemen-jeff-bezos-space-flight-7422785/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Backlash over Bezos spaceflight sparks debate about equity ...,ABC News,1 month ago,2021-08-04 16:01:02.117821,"Billionaire Jeff Bezos reacts at a post-launch press conference after his flight on Blue Origin's inaugural flight to the edge of space, in the nearby town of ...",https://abcnews.go.com/Business/backlash-bezos-spaceflight-sparks-debate-equity-cosmos/story?id=78967047,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
