title,media,date,datetime,desc,link,img,Category
Tech Savvy: The future of space travel,Brainerd Dispatch,1 month ago,2021-08-04 16:01:02.134939,Billionaires Jeff Bezos and Richard Branson recently made history flying into space or the edge of it. Was it just an ego trip or are the successful ...,https://www.brainerddispatch.com/business/technology/7123834-Tech-Savvy-The-future-of-space-travel,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
How bad is space tourism for the environment? And other ...,Vox,1 month ago,2021-08-04 16:01:02.134939,"When Amazon founder Jeff Bezos told reporters after his first space tourism trip on Tuesday that Amazon customers and employees had “paid” for his flight, ...",https://www.vox.com/recode/22589197/space-travel-tourism-bezos-branson-rockets-blue-origin-virgin-galactic-spacex,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Dutch teen onboard space flight surprised Jeff Bezos. What he ...,Mint,1 month ago,2021-08-04 16:01:02.134939,The Dutch teenager who became the world's youngest space traveller this week surprised billionaire Jeff Bezos on the flight by telling him he'd never ...,https://www.livemint.com/news/world/dutch-teen-onboard-amazon-space-flight-surprised-jeff-bezos-here-s-what-he-said-11627209633267.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos's Vanity Space Flight Was a Uniquely American ...,Jacobin,1 month ago,2021-08-04 16:01:02.134939,Jeff Bezos's Vanity Space Flight Was a Uniquely American Disgrace. By: Luke Savage. Only in a country whose ruling class has grown deeply deluded could a space ...,https://jacobinmag.com/2021/07/jeff-bezos-space-flight-inequality,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space travel for the masses? Don't be ridiculous,Al Jazeera,1 month ago,2021-08-04 16:01:03.124941,But could the idea of space tourism really become anything more than just an overpriced joyride for the rich? The idea of travelling into space has fascinated ...,https://www.aljazeera.com/opinions/2021/7/22/space-travel-for-the-masses-dont-be-ridiculous,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos launches into space on Blue Origin's 1st astronaut ...,Space.com,1 month ago,2021-08-04 16:01:03.132993,"But the next New Shepard iteration aced a test flight that November, pulling off the first-ever vertical landing of a rocket during a space mission. (SpaceX ...",https://www.space.com/jeff-bezos-blue-origin-first-astronaut-launch,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos and Richard Branson went to space. What's next?,CNN,1 month ago,2021-08-04 16:01:03.132993,... kicking off a new era of space travel in which billionaire-backed companies offer the high-flying excursions to anyone who can afford it.,https://www.cnn.com/2021/07/21/tech/jeff-bezos-richard-branson-space-what-next-scn/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What's Next For Commercial Space Travel?,WFAE,1 month ago,2021-08-04 16:01:03.132993,"While we aren't living on moon colonies and don't yet have vacation homes on other planets, space exploration is becoming more commercial.",https://www.wfae.org/show/charlotte-talks-with-mike-collins/2021-07-21/whats-next-for-commercial-space-travel,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
NASA won't rush Mars mission over US 'space race' with China,FedScoop,1 month ago,2021-08-04 16:01:03.142600,But the Pentagon has also reported Chinese development of anti-satellite weapons that threaten global communications and space exploration. “The Chinese are ...,https://www.fedscoop.com/nasa-mars-space-race-china/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What more space flights would actually mean for emissions,Axios,1 month ago,2021-08-04 16:01:03.146946,"Jeff Bezos says his suborbital space flight Tuesday reinforced his commitment to fighting climate change, but growth of this kind of travel planned by ...",https://www.axios.com/what-more-space-flights-would-actually-mean-for-emissions-f48c6017-32ee-454a-a155-060930dac999.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
“Best. Day. Ever.” What If Jeff Bezos's Big Space Adventure ...,Vanity Fair,1 month ago,2021-08-04 16:01:03.147986,"For Bezos, every aspect of the flight was a success. Once in space, the crew unbuckled their safety harnesses and experienced weightlessness before the ...",https://www.vanityfair.com/news/2021/07/what-if-jeff-bezoss-big-space-adventure-saves-us-all,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The Amazonification of Space Begins in Earnest,The New York Times,1 month ago,2021-08-04 16:01:03.147986,"With the suborbital flights made by Jeff Bezos and Richard Branson this month, the privatization of the space industry has crossed the point of no return.",https://www.nytimes.com/2021/07/21/technology/the-amazonification-of-space.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"On Earth, Jeff Bezos' Space Flight Looked Like One Big Ego Trip",Forbes,1 month ago,2021-08-04 16:01:03.156038,"Doubtless, there was something Freudian about the shape of Bezos' rocket, which blasted him and 3 other passengers into the edge of space, ...",https://www.forbes.com/sites/danidiplacido/2021/07/21/on-earth-jeff-bezos-space-flight-looked-like-one-big-ego-trip/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Dems blast Jeff Bezos' space trip, demand he pay more taxes",New York Post,1 month ago,2021-08-04 16:01:03.156038,"“Space travel isn't a tax-free holiday for the wealthy,” Blumenauer tweeted. “We pay taxes on plane tickets. Billionaires flying into space – producing no ...",https://nypost.com/2021/07/21/dems-blast-jeff-bezos-space-trip-demand-he-pay-more-taxes/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Michael Dell Gives 'Respect' To Jeff Bezos For Space Flight,CRN,1 month ago,2021-08-04 16:01:03.831186,"“If I could do anything, I would like to go help explore space,” said Bezos in an interview from 2000, the same year he founded his spaceflight and ...",https://www.crn.com/news/data-center/michael-dell-gives-respect-to-jeff-bezos-for-space-flight,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos and Blue Origin Crew Launches to Space,The New York Times,1 month ago,2021-08-04 16:01:03.831186,Bezos himself was seated in the capsule for Tuesday's space trip makes plain that he is putting spaceflight at the top of his spending list. “The only way that ...,https://www.nytimes.com/2021/07/20/science/bezos-blue-origin-space.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space travel for the masses? Don't be ridiculous,Al Jazeera,1 month ago,2021-08-04 16:01:03.839228,But could the idea of space tourism really become anything more than just an overpriced joyride for the rich? The idea of travelling into space has fascinated ...,https://www.aljazeera.com/opinions/2021/7/22/space-travel-for-the-masses-dont-be-ridiculous,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos launches into space on Blue Origin's 1st astronaut ...,Space.com,1 month ago,2021-08-04 16:01:03.839228,"But the next New Shepard iteration aced a test flight that November, pulling off the first-ever vertical landing of a rocket during a space mission. (SpaceX ...",https://www.space.com/jeff-bezos-blue-origin-first-astronaut-launch,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos and Richard Branson went to space. What's next?,CNN,1 month ago,2021-08-04 16:01:03.839228,... kicking off a new era of space travel in which billionaire-backed companies offer the high-flying excursions to anyone who can afford it.,https://www.cnn.com/2021/07/21/tech/jeff-bezos-richard-branson-space-what-next-scn/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What's Next For Commercial Space Travel?,WFAE,1 month ago,2021-08-04 16:01:03.839228,"While we aren't living on moon colonies and don't yet have vacation homes on other planets, space exploration is becoming more commercial.",https://www.wfae.org/show/charlotte-talks-with-mike-collins/2021-07-21/whats-next-for-commercial-space-travel,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
NASA won't rush Mars mission over US 'space race' with China,FedScoop,1 month ago,2021-08-04 16:01:03.839228,But the Pentagon has also reported Chinese development of anti-satellite weapons that threaten global communications and space exploration. “The Chinese are ...,https://www.fedscoop.com/nasa-mars-space-race-china/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What more space flights would actually mean for emissions,Axios,1 month ago,2021-08-04 16:01:03.847223,"Jeff Bezos says his suborbital space flight Tuesday reinforced his commitment to fighting climate change, but growth of this kind of travel planned by ...",https://www.axios.com/what-more-space-flights-would-actually-mean-for-emissions-f48c6017-32ee-454a-a155-060930dac999.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The Amazonification of Space Begins in Earnest,The New York Times,1 month ago,2021-08-04 16:01:03.847223,"With the suborbital flights made by Jeff Bezos and Richard Branson this month, the privatization of the space industry has crossed the point of no return.",https://www.nytimes.com/2021/07/21/technology/the-amazonification-of-space.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Bezos' comments on workers after spaceflight draws rebuke,Denver7,1 month ago,2021-08-04 16:01:03.847223,"After his trip to space, he thanked Amazon employees and customers for their ... space travel and fixing the world's problems were not exclusive ventures.",https://www.thedenverchannel.com/news/national/jeff-bezos-draws-rebuke-for-thanking-amazon-workers-and-customers-for-paying-for-space-flight,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"On Earth, Jeff Bezos' Space Flight Looked Like One Big Ego Trip",Forbes,1 month ago,2021-08-04 16:01:04.519366,"Doubtless, there was something Freudian about the shape of Bezos' rocket, which blasted him and 3 other passengers into the edge of space, ...",https://www.forbes.com/sites/danidiplacido/2021/07/21/on-earth-jeff-bezos-space-flight-looked-like-one-big-ego-trip/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Billionaire rocket race shows how remarkable Alan Shepard's ...,The Independent,1 month ago,2021-08-04 16:01:04.527404,"This became the standard procedure on all US space flights and was used to verify every Mercury, Gemini, and Apollo space flight.",https://www.independent.co.uk/life-style/gadgets-and-tech/space/bezos-space-trip-branson-shepard-b1887576.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Dems blast Jeff Bezos' space trip, demand he pay more taxes",New York Post,1 month ago,2021-08-04 16:01:04.527404,"“Space travel isn't a tax-free holiday for the wealthy,” Blumenauer tweeted. “We pay taxes on plane tickets. Billionaires flying into space – producing no ...",https://nypost.com/2021/07/21/dems-blast-jeff-bezos-space-trip-demand-he-pay-more-taxes/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos space flight: Backlash after world's richest man ...,Sky News,1 month ago,2021-08-04 16:01:04.535402,Mr Bezos completed an 11-minute journey to space on Tuesday aboard his company Blue Origin's New Shepard launch vehicle.,https://news.sky.com/story/jeff-bezos-space-flight-backlash-after-worlds-richest-man-thanks-amazon-customers-and-staff-for-paying-for-his-trip-12360436,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Why Bezos's space flight really matters,TheHill,1 month ago,2021-08-04 16:01:04.535402,"Bezos's space flight may have been brief, but it was weighted with an extraordinary reminder: American economic freedom has been, and continues to be, ...",https://thehill.com/opinion/technology/564011-why-bezoss-space-flight-really-matters,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
How NASA's shuttle programme paved the way for a new era ...,Al Jazeera,1 month ago,2021-08-04 16:01:04.535402,"SpaceX, which built its Crew Dragon capsule, has launched three astronaut missions to date. The company became the first private spaceflight company to launch ...",https://www.aljazeera.com/economy/2021/7/21/how-nasas-shuttle-programme-paved-the-way-for-a-new-era-in-space,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What Is the Environmental Impact of Private Space Flight?,NBC 7 San Diego,1 month ago,2021-08-04 16:01:04.535402,"The answer depends on the spacecraft — and just how big commercial spaceflight becomes. By James Pollard • Published July 20, 2021 • Updated on July 21, 2021 at ...",https://www.nbcsandiego.com/news/national-international/what-is-the-environmental-impact-of-private-space-flight/2661369/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Oregon lawmaker calls for taxing space travel for non ...,Live 5 News,1 month ago,2021-08-04 16:01:04.544588,"The tax would create new excise taxes on commercial space flights carrying human pasengers for purposes other than scientific research, according to a news ...",https://www.live5news.com/2021/07/21/oregon-lawmaker-calls-taxing-space-travel-non-scientific-research/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
The Atlantic Daily: Welcome to the Era of Private Space Travel,The Atlantic,1 month ago,2021-08-04 16:01:04.544588,"This is what spaceflight looks like now: A rich person with a dream (and an enormous amount of cash to burn) doesn't wait for NASA to call, ...",https://www.theatlantic.com/newsletters/archive/2021/07/welcome-to-the-era-of-private-space-travel/619513/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Is Virgin Galactic a Buy After Richard Branson's Space Flight?,The Motley Fool,1 month ago,2021-08-04 16:01:04.544588,Space tourism company Virgin Galactic (NYSE:SPCE) has seen its shares roughly cut in half since Richard Branson's successful flight. In this Fool Live video ...,https://www.fool.com/investing/2021/07/21/is-virgin-galactic-a-buy-after-richard-bransons-sp/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Amazon Workers React to Jeff Bezos Thanking Them After ...,Business - Insider,1 month ago,2021-08-04 16:01:05.179685,"Twenty-minute flight to space on us basically since we do the work."" Amazon and Blue Origin did not immediately respond to requests for comment on this story.",https://www.businessinsider.com/amazon-workers-react-jeff-bezos-thanks-blue-origin-space-flight-2021-7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Bezos space flight relaunches longstanding gripes about ...,CBS News,1 month ago,2021-08-04 16:01:05.187678,"Bezos space flight relaunches longstanding gripes about Amazon business practices and the wealth gap. July 21, 2021 / 5:51 AM / CBS/AP ...",https://www.cbsnews.com/news/bezos-space-flight-relaunches-longstanding-gripes-about-amazon-business-practices-and-the-wealth-gap/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Bezos flies to space on Blue Origin's first crew launch ...,Spaceflight Now,1 month ago,2021-08-04 16:01:05.187678,"This was the 16th flight of a New Shepard rocket, the third launch of this reusable booster, ... Spaceflight Now (@SpaceflightNow) July 20, 2021.",https://spaceflightnow.com/2021/07/20/bezos-flies-to-space-on-blue-origins-first-crew-launch/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos space launch: Live updates on Blue Origin's ...,El Paso Times,1 month ago,2021-08-04 16:01:05.187678,"The four will travel past the Kármán line, the 62-mile-high boundary between Earth's atmosphere and outer space in a flight that will last about 11 minutes.",https://www.elpasotimes.com/story/news/2021/07/20/jeff-bezos-space-live-updates-blue-origin-launch-crew-texas/8023978002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos completes suborbital space flight on New Shepard,Los Angeles Times,1 month ago,2021-08-04 16:01:05.195674,"“Space tourism is finally here,” said Alan Ladwig, author of the book “See You in Orbit? Our Dream of Spaceflight.” “It's still going to be expensive, it's ...",https://www.latimes.com/business/story/2021-07-20/jeff-bezos-launches-blue-origin-new-shepard,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Bezos and Space Travel: Billionaire Flights Will Help Everyone,Bloomberg.com,1 month ago,2021-08-04 16:01:05.195674,"The Bezos space company, Blue Origin, seeks to make space travel cheaper through reusable launch vehicles. Cheaper is a relative term, of course, and it's ...",https://www.bloomberg.com/opinion/articles/2021-07-20/bezos-and-space-travel-billionaire-flights-will-help-everyone,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Charlotte summer camp teaching young girls about space ...,WBTV,1 month ago,2021-08-04 16:01:05.195674,"On Tuesday, students learned about the Blue Origin rocket launch, rocket structure, engineering, and Mae Jemison - the first Black woman to travel into space. “ ...",https://www.wbtv.com/2021/07/20/charlotte-summer-camp-teaching-young-girls-about-space-exploration-steam-careers-following-blue-origin-launch/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos thanks Amazon workers for funding his space flight ...,Fortune,1 month ago,2021-08-04 16:01:05.195674,"Jeff Bezos thanks Amazon workers and customers after space flight: 'You paid for all of this'. By. Nicole Goodkind. July 20, 2021 3:52 PM PDT ...",https://fortune.com/2021/07/20/jeff-bezos-thanks-amazon-workers-and-customers-after-space-flight-you-paid-for-all-of-this/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Billionaires . . . in Outer Space! - WSJ,The Wall Street Journal,1 month ago,2021-08-04 16:01:05.203669,This still image taken from video by Blue Origin shows the space company's founder Jeff Bezos during the July 20 space flight. Photo: Blue Origin/Agence France- ...,https://www.wsj.com/articles/jeff-bezos-blue-origin-rocket-flight-outer-space-11626819724,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Ohio shines bright as nation celebrates Blue Origin space flight,10TV,1 month ago,2021-08-04 16:01:05.206141,"COLUMBUS, Ohio — A passenger space flight was one for the books, Tuesday, thanks to Amazon founder Jeff Bezos' Blue Origin rocket.",https://www.10tv.com/article/news/local/ohio-shines-bright-as-nation-celebrates-blue-origin-space-flight/530-0b78a83a-3122-4074-a0d5-95a04f4f43de,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Denver to France in 120 minutes? Blue Origin flight could help ...,KDVR,1 month ago,2021-08-04 16:01:06.067731,"But space flight remains very expensive. So, when will space flights be financially feasible to the common citizen? “I think where it's going in the long run, ...",https://kdvr.com/news/local/colorado-air-and-space-port-hopes-blue-origin-launch-helps-usher-in-commercial-space-travel/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Bezos thanks Amazon customers who 'paid' for space flight ...,Yahoo Finance,1 month ago,2021-08-04 16:01:06.067731,"Soon after Amazon (AMZN) chairman and founder Jeff Bezos returned to Earth from space on Tuesday, the billionaire received sharp criticism from progressive ...",https://finance.yahoo.com/news/elizabeth-warren-attacks-amazon-taxes-bezos-space-flight-195411533.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos blasts into space on own rocket: 'Best day ever!',AP News,1 month ago,2021-08-04 16:01:06.075678,"VAN HORN, Texas (AP) — Jeff Bezos blasted into space Tuesday on his rocket company's first flight with people on board, becoming the second billionaire in ...",https://apnews.com/article/jeff-bezos-space-e0afeaa813ff0bdf23c37fe16fd34265,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"As Bezos returns to earth, House Democrat proposes taxing ...",Fox Business,1 month ago,2021-08-04 16:01:06.075678,"... launched into space on Tuesday aboard a Blue Origin rocket, and back on Earth, a Democratic lawmaker announced a measure to tax commercial spaceflight.",https://www.foxbusiness.com/politics/commercial-spaceflight-the-next-frontier-for-taxes,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
On his 'Best day ever!' Jeff Bezos traveled to space — and ...,The Seattle Times,1 month ago,2021-08-04 16:01:06.075678,The brief flight rose into the sky at 6:12 a.m. Pacific Time in the remote west Texas desert near the town of Van Horn. To the media and Blue Origin employees ...,https://www.seattletimes.com/business/boeing-aerospace/bezos-three-others-set-to-blast-off-into-space-this-morning/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos swung by space and has some thoughts,Engadget,1 month ago,2021-08-04 16:01:06.084922,"He wasn't the only person aboard the rocket, which was the first-ever crewed flight from private space company Blue Origin, but he's the one that camera ...",https://www.engadget.com/bezos-space-flight-blue-origin-quotes-204210894.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
What Jeff Bezos And Crew Said On Their Trip To Space,NPR,1 month ago,2021-08-04 16:01:06.085921,"The flight of just over 10 minutes made Amazon founder Bezos the second billionaire to enter space, with the flight also carrying Bezos' brother, Mark; ...",https://www.npr.org/2021/07/20/1018367152/jeff-bezos-skittle-blue-origin-space-overheard,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Buttigieg cheers spaceflight, says he'd go 'in a heartbeat'",AP News,1 month ago,2021-08-04 16:01:06.085921,"Transportation Secretary Pete Buttigieg says he was excited to see Jeff Bezos' blast-off into space Tuesday, describing space travel as a clear trend for ...",https://apnews.com/article/business-government-and-politics-87f56360ef8736002c7f041ee1a7dc53,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Blue Origin will launch 2 more passenger spaceflights this ...,Space.com,1 month ago,2021-08-04 16:01:06.085921,"The younger Daemen was originally set to fly on the second human spaceflight, but Oliver switched flights when the winning bidder was unavailable.",https://www.space.com/blue-origin-two-more-crewed-flights-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"What a Blue Origin, Virgin Galactic, of SpaceX space-travel ...",Slate Magazine,1 month ago,2021-08-04 16:01:06.093971,"The flight was Blue Origin's first with people aboard. In its publicity for the mission, the company has said that it wants to send more people into space and ...",https://slate.com/technology/2021/07/blue-origin-cost-jeff-bezos-space-virgin-galactic-spacex.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Jeff Bezos, Mark Bezos, Wally Funk and Oliver Daemen reach ...",The Washington Post,1 month ago,2021-08-04 16:01:06.726920,"Bezos said Tuesday Blue Origin is approaching $100 million in sales of seats on future flights. As space travel goes, Blue Origin's flight was a modest, up-and- ...",https://www.washingtonpost.com/technology/2021/07/20/bezos-space-flight-live-updates-video/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Amazon's Bezos returns to Earth after first space flight,DW,1 month ago,2021-08-04 16:01:06.726920,Jeff Bezos' trip to space came just nine days after rival Richard Branson made Virgin Galactic's first journey. The crew includes female aviation pioneer Wally ...,https://www.dw.com/en/amazons-bezos-returns-to-earth-after-first-space-flight/a-58323362,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
"Jeff Bezos, Blue Origin rocket touch down after historic ...",USA Today,1 month ago,2021-08-04 16:01:06.734973,"The billionaire race for space is big business. The trip is the culmination of a 20-year journey for Bezos with his company, Blue Origin. VAN HORN, Texas – ...",https://www.usatoday.com/story/news/nation/2021/07/20/jeff-bezos-space-flight-blue-origin-launch/8013544002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Blue Origin Launch: Jeff Bezos and Crew Complete ...,Wall Street Journal,1 month ago,2021-08-04 16:01:06.734973,"Amazon founder was passenger on his company's first crewed flight, pursuing a lifelong dream and broader space goals ...",https://www.wsj.com/articles/jeff-bezos-blue-origin-crew-set-for-space-debut-11626775480,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Ex-NASA Administrator Jim Bridenstine on Bezos launch ...,CNBC,1 month ago,2021-08-04 16:01:06.734973,"Ex-NASA chief envisions a future where humans go to space stations owned by ... came as Blue Origin launched its first crewed spaceflight Tuesday morning, ...",https://www.cnbc.com/2021/07/20/ex-nasa-administrator-jim-bridenstine-on-bezos-launch-future-of-space-travel.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos Just Spent $5.5B to Be in Space for 4 Minutes ...,Global Citizen,1 month ago,2021-08-04 16:01:06.734973,But redirecting Blue Origin expenses is a good place to start. Here are seven problems that Bezos' space flight money could have helped solve. 1. Save 37.5 ...,https://www.globalcitizen.org/en/content/jeff-bezos-space-flight-money-better-uses/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Jeff Bezos rides on company's 1st passenger flight to space ...,CBC.ca,1 month ago,2021-08-04 16:01:06.742969,Amazon founder Jeff Bezos's suborbital spaceflight on his Blue Origin rocket made history along with the three other civilians who launched into space with ...,https://www.cbc.ca/news/science/jeff-bezos-blue-origin-flight-1.6109314,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
Space tourism tax: Congressman announces new plan after ...,Yahoo Finance,1 month ago,2021-08-04 16:01:06.742969,The Securing Protections Against Carbon Emissions (SPACE) Tax Act would create new excise taxes on commercial space flights with human passengers for non- ...,https://finance.yahoo.com/news/congressman-calls-for-new-space-tax-as-bezos-completes-spaceflight-160335795.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Space Travel
